,destinations,origins,rows
0,"Piedad 110, Balcones de Huinala, 66640 Cd Apodaca, N.L., Mexico","Piedad 110, Balcones de Huinala, 66640 Cd Apodaca, N.L., Mexico","{'distance': {'text': '1 m', 'value': 0}, 'duration': {'text': '1 min', 'value': 0}, 'status': 'OK'}"
1,"Cerro de Mercado 3707, Fierro, 64590 Monterrey, N.L., Mexico","Piedad 110, Balcones de Huinala, 66640 Cd Apodaca, N.L., Mexico","{'distance': {'text': '18.9 km', 'value': 18859}, 'duration': {'text': '26 mins', 'value': 1567}, 'status': 'OK'}"
2,"Calle Cañon Huasteco 1321, La Conquista, Santa Catarina, N.L., Mexico","Piedad 110, Balcones de Huinala, 66640 Cd Apodaca, N.L., Mexico","{'distance': {'text': '40.4 km', 'value': 40396}, 'duration': {'text': '49 mins', 'value': 2955}, 'status': 'OK'}"
3,"Av. Parque Industrial Monterrey 502, Monterrey, 66603 Cd Apodaca, N.L., Mexico","Piedad 110, Balcones de Huinala, 66640 Cd Apodaca, N.L., Mexico","{'distance': {'text': '6.1 km', 'value': 6058}, 'duration': {'text': '14 mins', 'value': 845}, 'status': 'OK'}"
4,"S. Bernardo 1305, Residencial San Cristobal 1er Sector, 66478 San Nicolás de los Garza, N.L., Mexico","Piedad 110, Balcones de Huinala, 66640 Cd Apodaca, N.L., Mexico","{'distance': {'text': '9.9 km', 'value': 9867}, 'duration': {'text': '16 mins', 'value': 960}, 'status': 'OK'}"
5,"C. Angel Martínez Villarreal 7802, Valle de Santa Lucía, 64140 Monterrey, N.L., Mexico","Piedad 110, Balcones de Huinala, 66640 Cd Apodaca, N.L., Mexico","{'distance': {'text': '27.5 km', 'value': 27525}, 'duration': {'text': '46 mins', 'value': 2740}, 'status': 'OK'}"
6,"C. de la Huerta 33, San Bernabé IV Sector, 64104 Monterrey, N.L., Mexico","Piedad 110, Balcones de Huinala, 66640 Cd Apodaca, N.L., Mexico","{'distance': {'text': '29.5 km', 'value': 29475}, 'duration': {'text': '50 mins', 'value': 3027}, 'status': 'OK'}"
7,"Autopista Monterrey-Cadereyta. 1341, 67115 Guadalupe, N.L., Mexico","Piedad 110, Balcones de Huinala, 66640 Cd Apodaca, N.L., Mexico","{'distance': {'text': '6.6 km', 'value': 6611}, 'duration': {'text': '15 mins', 'value': 899}, 'status': 'OK'}"
8,"Liverpool 5275, Misión Cumbres, 64348 Monterrey, N.L., Mexico","Piedad 110, Balcones de Huinala, 66640 Cd Apodaca, N.L., Mexico","{'distance': {'text': '36.8 km', 'value': 36789}, 'duration': {'text': '44 mins', 'value': 2669}, 'status': 'OK'}"
9,"Sin referencia No. 385 SN-I HYLSA, Sin Nombre de Col 7, San Nicolás de los Garza, N.L., Mexico","Piedad 110, Balcones de Huinala, 66640 Cd Apodaca, N.L., Mexico","{'distance': {'text': '11.9 km', 'value': 11877}, 'duration': {'text': '21 mins', 'value': 1278}, 'status': 'OK'}"
10,"Jdn. del Atardecer 259, Jardines de Monterrey ÌII, 66613 Cd Apodaca, N.L., Mexico","Piedad 110, Balcones de Huinala, 66640 Cd Apodaca, N.L., Mexico","{'distance': {'text': '15.9 km', 'value': 15872}, 'duration': {'text': '32 mins', 'value': 1931}, 'status': 'OK'}"
11,"Av. Industria del Vidrio 224, Parque Industrial Martel II, 66350 Santa Catarina, N.L., Mexico","Piedad 110, Balcones de Huinala, 66640 Cd Apodaca, N.L., Mexico","{'distance': {'text': '42.9 km', 'value': 42947}, 'duration': {'text': '50 mins', 'value': 2972}, 'status': 'OK'}"
12,"Prol Coahuila 919, Independencia, 64720 Monterrey, N.L., Mexico","Piedad 110, Balcones de Huinala, 66640 Cd Apodaca, N.L., Mexico","{'distance': {'text': '23.8 km', 'value': 23830}, 'duration': {'text': '32 mins', 'value': 1902}, 'status': 'OK'}"
13,"Cerro del Peñón 3504, Encinos de La Silla, 67182 Guadalupe, N.L., Mexico","Piedad 110, Balcones de Huinala, 66640 Cd Apodaca, N.L., Mexico","{'distance': {'text': '15.6 km', 'value': 15628}, 'duration': {'text': '34 mins', 'value': 2023}, 'status': 'OK'}"
14,"C. Cabo San Lucas 3632, Rincón de La Primavera 5o Sector, 67174 Guadalupe, N.L., Mexico","Piedad 110, Balcones de Huinala, 66640 Cd Apodaca, N.L., Mexico","{'distance': {'text': '24.6 km', 'value': 24576}, 'duration': {'text': '31 mins', 'value': 1888}, 'status': 'OK'}"
15,"Piedad 110, Balcones de Huinala, 66640 Cd Apodaca, N.L., Mexico","Cerro de Mercado 3707, Fierro, 64590 Monterrey, N.L., Mexico","{'distance': {'text': '15.5 km', 'value': 15494}, 'duration': {'text': '25 mins', 'value': 1511}, 'status': 'OK'}"
16,"Cerro de Mercado 3707, Fierro, 64590 Monterrey, N.L., Mexico","Cerro de Mercado 3707, Fierro, 64590 Monterrey, N.L., Mexico","{'distance': {'text': '1 m', 'value': 0}, 'duration': {'text': '1 min', 'value': 0}, 'status': 'OK'}"
17,"Calle Cañon Huasteco 1321, La Conquista, Santa Catarina, N.L., Mexico","Cerro de Mercado 3707, Fierro, 64590 Monterrey, N.L., Mexico","{'distance': {'text': '23.2 km', 'value': 23157}, 'duration': {'text': '30 mins', 'value': 1772}, 'status': 'OK'}"
18,"Av. Parque Industrial Monterrey 502, Monterrey, 66603 Cd Apodaca, N.L., Mexico","Cerro de Mercado 3707, Fierro, 64590 Monterrey, N.L., Mexico","{'distance': {'text': '17.4 km', 'value': 17421}, 'duration': {'text': '24 mins', 'value': 1451}, 'status': 'OK'}"
19,"S. Bernardo 1305, Residencial San Cristobal 1er Sector, 66478 San Nicolás de los Garza, N.L., Mexico","Cerro de Mercado 3707, Fierro, 64590 Monterrey, N.L., Mexico","{'distance': {'text': '11.3 km', 'value': 11319}, 'duration': {'text': '20 mins', 'value': 1201}, 'status': 'OK'}"
20,"C. Angel Martínez Villarreal 7802, Valle de Santa Lucía, 64140 Monterrey, N.L., Mexico","Cerro de Mercado 3707, Fierro, 64590 Monterrey, N.L., Mexico","{'distance': {'text': '16.6 km', 'value': 16560}, 'duration': {'text': '26 mins', 'value': 1559}, 'status': 'OK'}"
21,"C. de la Huerta 33, San Bernabé IV Sector, 64104 Monterrey, N.L., Mexico","Cerro de Mercado 3707, Fierro, 64590 Monterrey, N.L., Mexico","{'distance': {'text': '18.5 km', 'value': 18511}, 'duration': {'text': '31 mins', 'value': 1846}, 'status': 'OK'}"
22,"Autopista Monterrey-Cadereyta. 1341, 67115 Guadalupe, N.L., Mexico","Cerro de Mercado 3707, Fierro, 64590 Monterrey, N.L., Mexico","{'distance': {'text': '14.6 km', 'value': 14630}, 'duration': {'text': '16 mins', 'value': 970}, 'status': 'OK'}"
23,"Liverpool 5275, Misión Cumbres, 64348 Monterrey, N.L., Mexico","Cerro de Mercado 3707, Fierro, 64590 Monterrey, N.L., Mexico","{'distance': {'text': '19.5 km', 'value': 19532}, 'duration': {'text': '25 mins', 'value': 1521}, 'status': 'OK'}"
24,"Sin referencia No. 385 SN-I HYLSA, Sin Nombre de Col 7, San Nicolás de los Garza, N.L., Mexico","Cerro de Mercado 3707, Fierro, 64590 Monterrey, N.L., Mexico","{'distance': {'text': '10.5 km', 'value': 10540}, 'duration': {'text': '20 mins', 'value': 1217}, 'status': 'OK'}"
25,"Jdn. del Atardecer 259, Jardines de Monterrey ÌII, 66613 Cd Apodaca, N.L., Mexico","Cerro de Mercado 3707, Fierro, 64590 Monterrey, N.L., Mexico","{'distance': {'text': '20.3 km', 'value': 20329}, 'duration': {'text': '28 mins', 'value': 1703}, 'status': 'OK'}"
26,"Av. Industria del Vidrio 224, Parque Industrial Martel II, 66350 Santa Catarina, N.L., Mexico","Cerro de Mercado 3707, Fierro, 64590 Monterrey, N.L., Mexico","{'distance': {'text': '25.7 km', 'value': 25707}, 'duration': {'text': '30 mins', 'value': 1789}, 'status': 'OK'}"
27,"Prol Coahuila 919, Independencia, 64720 Monterrey, N.L., Mexico","Cerro de Mercado 3707, Fierro, 64590 Monterrey, N.L., Mexico","{'distance': {'text': '6.6 km', 'value': 6588}, 'duration': {'text': '12 mins', 'value': 721}, 'status': 'OK'}"
28,"Cerro del Peñón 3504, Encinos de La Silla, 67182 Guadalupe, N.L., Mexico","Cerro de Mercado 3707, Fierro, 64590 Monterrey, N.L., Mexico","{'distance': {'text': '8.6 km', 'value': 8586}, 'duration': {'text': '19 mins', 'value': 1134}, 'status': 'OK'}"
29,"C. Cabo San Lucas 3632, Rincón de La Primavera 5o Sector, 67174 Guadalupe, N.L., Mexico","Cerro de Mercado 3707, Fierro, 64590 Monterrey, N.L., Mexico","{'distance': {'text': '7.3 km', 'value': 7332}, 'duration': {'text': '12 mins', 'value': 699}, 'status': 'OK'}"
30,"Piedad 110, Balcones de Huinala, 66640 Cd Apodaca, N.L., Mexico","Calle Cañon Huasteco 1321, La Conquista, Santa Catarina, N.L., Mexico","{'distance': {'text': '38.2 km', 'value': 38191}, 'duration': {'text': '49 mins', 'value': 2939}, 'status': 'OK'}"
31,"Cerro de Mercado 3707, Fierro, 64590 Monterrey, N.L., Mexico","Calle Cañon Huasteco 1321, La Conquista, Santa Catarina, N.L., Mexico","{'distance': {'text': '23.6 km', 'value': 23600}, 'duration': {'text': '31 mins', 'value': 1867}, 'status': 'OK'}"
32,"Calle Cañon Huasteco 1321, La Conquista, Santa Catarina, N.L., Mexico","Calle Cañon Huasteco 1321, La Conquista, Santa Catarina, N.L., Mexico","{'distance': {'text': '1 m', 'value': 0}, 'duration': {'text': '1 min', 'value': 0}, 'status': 'OK'}"
33,"Av. Parque Industrial Monterrey 502, Monterrey, 66603 Cd Apodaca, N.L., Mexico","Calle Cañon Huasteco 1321, La Conquista, Santa Catarina, N.L., Mexico","{'distance': {'text': '54.2 km', 'value': 54213}, 'duration': {'text': '50 mins', 'value': 3022}, 'status': 'OK'}"
34,"S. Bernardo 1305, Residencial San Cristobal 1er Sector, 66478 San Nicolás de los Garza, N.L., Mexico","Calle Cañon Huasteco 1321, La Conquista, Santa Catarina, N.L., Mexico","{'distance': {'text': '34.0 km', 'value': 34016}, 'duration': {'text': '44 mins', 'value': 2629}, 'status': 'OK'}"
35,"C. Angel Martínez Villarreal 7802, Valle de Santa Lucía, 64140 Monterrey, N.L., Mexico","Calle Cañon Huasteco 1321, La Conquista, Santa Catarina, N.L., Mexico","{'distance': {'text': '22.7 km', 'value': 22737}, 'duration': {'text': '38 mins', 'value': 2288}, 'status': 'OK'}"
36,"C. de la Huerta 33, San Bernabé IV Sector, 64104 Monterrey, N.L., Mexico","Calle Cañon Huasteco 1321, La Conquista, Santa Catarina, N.L., Mexico","{'distance': {'text': '26.7 km', 'value': 26689}, 'duration': {'text': '39 mins', 'value': 2349}, 'status': 'OK'}"
37,"Autopista Monterrey-Cadereyta. 1341, 67115 Guadalupe, N.L., Mexico","Calle Cañon Huasteco 1321, La Conquista, Santa Catarina, N.L., Mexico","{'distance': {'text': '35.7 km', 'value': 35661}, 'duration': {'text': '40 mins', 'value': 2395}, 'status': 'OK'}"
38,"Liverpool 5275, Misión Cumbres, 64348 Monterrey, N.L., Mexico","Calle Cañon Huasteco 1321, La Conquista, Santa Catarina, N.L., Mexico","{'distance': {'text': '21.4 km', 'value': 21415}, 'duration': {'text': '35 mins', 'value': 2115}, 'status': 'OK'}"
39,"Sin referencia No. 385 SN-I HYLSA, Sin Nombre de Col 7, San Nicolás de los Garza, N.L., Mexico","Calle Cañon Huasteco 1321, La Conquista, Santa Catarina, N.L., Mexico","{'distance': {'text': '32.6 km', 'value': 32633}, 'duration': {'text': '47 mins', 'value': 2810}, 'status': 'OK'}"
40,"Jdn. del Atardecer 259, Jardines de Monterrey ÌII, 66613 Cd Apodaca, N.L., Mexico","Calle Cañon Huasteco 1321, La Conquista, Santa Catarina, N.L., Mexico","{'distance': {'text': '40.9 km', 'value': 40920}, 'duration': {'text': '48 mins', 'value': 2904}, 'status': 'OK'}"
41,"Av. Industria del Vidrio 224, Parque Industrial Martel II, 66350 Santa Catarina, N.L., Mexico","Calle Cañon Huasteco 1321, La Conquista, Santa Catarina, N.L., Mexico","{'distance': {'text': '7.1 km', 'value': 7118}, 'duration': {'text': '15 mins', 'value': 929}, 'status': 'OK'}"
42,"Prol Coahuila 919, Independencia, 64720 Monterrey, N.L., Mexico","Calle Cañon Huasteco 1321, La Conquista, Santa Catarina, N.L., Mexico","{'distance': {'text': '18.6 km', 'value': 18583}, 'duration': {'text': '29 mins', 'value': 1733}, 'status': 'OK'}"
43,"Cerro del Peñón 3504, Encinos de La Silla, 67182 Guadalupe, N.L., Mexico","Calle Cañon Huasteco 1321, La Conquista, Santa Catarina, N.L., Mexico","{'distance': {'text': '28.2 km', 'value': 28241}, 'duration': {'text': '42 mins', 'value': 2490}, 'status': 'OK'}"
44,"C. Cabo San Lucas 3632, Rincón de La Primavera 5o Sector, 67174 Guadalupe, N.L., Mexico","Calle Cañon Huasteco 1321, La Conquista, Santa Catarina, N.L., Mexico","{'distance': {'text': '24.7 km', 'value': 24728}, 'duration': {'text': '32 mins', 'value': 1948}, 'status': 'OK'}"
45,"Piedad 110, Balcones de Huinala, 66640 Cd Apodaca, N.L., Mexico","Av. Parque Industrial Monterrey 502, Monterrey, 66603 Cd Apodaca, N.L., Mexico","{'distance': {'text': '8.4 km', 'value': 8374}, 'duration': {'text': '16 mins', 'value': 944}, 'status': 'OK'}"
46,"Cerro de Mercado 3707, Fierro, 64590 Monterrey, N.L., Mexico","Av. Parque Industrial Monterrey 502, Monterrey, 66603 Cd Apodaca, N.L., Mexico","{'distance': {'text': '18.5 km', 'value': 18486}, 'duration': {'text': '22 mins', 'value': 1331}, 'status': 'OK'}"
47,"Calle Cañon Huasteco 1321, La Conquista, Santa Catarina, N.L., Mexico","Av. Parque Industrial Monterrey 502, Monterrey, 66603 Cd Apodaca, N.L., Mexico","{'distance': {'text': '40.0 km', 'value': 40023}, 'duration': {'text': '45 mins', 'value': 2719}, 'status': 'OK'}"
48,"Av. Parque Industrial Monterrey 502, Monterrey, 66603 Cd Apodaca, N.L., Mexico","Av. Parque Industrial Monterrey 502, Monterrey, 66603 Cd Apodaca, N.L., Mexico","{'distance': {'text': '1 m', 'value': 0}, 'duration': {'text': '1 min', 'value': 0}, 'status': 'OK'}"
49,"S. Bernardo 1305, Residencial San Cristobal 1er Sector, 66478 San Nicolás de los Garza, N.L., Mexico","Av. Parque Industrial Monterrey 502, Monterrey, 66603 Cd Apodaca, N.L., Mexico","{'distance': {'text': '8.8 km', 'value': 8774}, 'duration': {'text': '13 mins', 'value': 781}, 'status': 'OK'}"
50,"C. Angel Martínez Villarreal 7802, Valle de Santa Lucía, 64140 Monterrey, N.L., Mexico","Av. Parque Industrial Monterrey 502, Monterrey, 66603 Cd Apodaca, N.L., Mexico","{'distance': {'text': '26.0 km', 'value': 26042}, 'duration': {'text': '42 mins', 'value': 2549}, 'status': 'OK'}"
51,"C. de la Huerta 33, San Bernabé IV Sector, 64104 Monterrey, N.L., Mexico","Av. Parque Industrial Monterrey 502, Monterrey, 66603 Cd Apodaca, N.L., Mexico","{'distance': {'text': '28.0 km', 'value': 27993}, 'duration': {'text': '47 mins', 'value': 2836}, 'status': 'OK'}"
52,"Autopista Monterrey-Cadereyta. 1341, 67115 Guadalupe, N.L., Mexico","Av. Parque Industrial Monterrey 502, Monterrey, 66603 Cd Apodaca, N.L., Mexico","{'distance': {'text': '19.9 km', 'value': 19873}, 'duration': {'text': '20 mins', 'value': 1223}, 'status': 'OK'}"
53,"Liverpool 5275, Misión Cumbres, 64348 Monterrey, N.L., Mexico","Av. Parque Industrial Monterrey 502, Monterrey, 66603 Cd Apodaca, N.L., Mexico","{'distance': {'text': '36.4 km', 'value': 36416}, 'duration': {'text': '41 mins', 'value': 2434}, 'status': 'OK'}"
54,"Sin referencia No. 385 SN-I HYLSA, Sin Nombre de Col 7, San Nicolás de los Garza, N.L., Mexico","Av. Parque Industrial Monterrey 502, Monterrey, 66603 Cd Apodaca, N.L., Mexico","{'distance': {'text': '10.4 km', 'value': 10394}, 'duration': {'text': '18 mins', 'value': 1087}, 'status': 'OK'}"
55,"Jdn. del Atardecer 259, Jardines de Monterrey ÌII, 66613 Cd Apodaca, N.L., Mexico","Av. Parque Industrial Monterrey 502, Monterrey, 66603 Cd Apodaca, N.L., Mexico","{'distance': {'text': '24.2 km', 'value': 24197}, 'duration': {'text': '27 mins', 'value': 1624}, 'status': 'OK'}"
56,"Av. Industria del Vidrio 224, Parque Industrial Martel II, 66350 Santa Catarina, N.L., Mexico","Av. Parque Industrial Monterrey 502, Monterrey, 66603 Cd Apodaca, N.L., Mexico","{'distance': {'text': '42.6 km', 'value': 42574}, 'duration': {'text': '46 mins', 'value': 2736}, 'status': 'OK'}"
57,"Prol Coahuila 919, Independencia, 64720 Monterrey, N.L., Mexico","Av. Parque Industrial Monterrey 502, Monterrey, 66603 Cd Apodaca, N.L., Mexico","{'distance': {'text': '23.5 km', 'value': 23457}, 'duration': {'text': '28 mins', 'value': 1666}, 'status': 'OK'}"
58,"Cerro del Peñón 3504, Encinos de La Silla, 67182 Guadalupe, N.L., Mexico","Av. Parque Industrial Monterrey 502, Monterrey, 66603 Cd Apodaca, N.L., Mexico","{'distance': {'text': '18.9 km', 'value': 18902}, 'duration': {'text': '30 mins', 'value': 1816}, 'status': 'OK'}"
59,"C. Cabo San Lucas 3632, Rincón de La Primavera 5o Sector, 67174 Guadalupe, N.L., Mexico","Av. Parque Industrial Monterrey 502, Monterrey, 66603 Cd Apodaca, N.L., Mexico","{'distance': {'text': '24.2 km', 'value': 24203}, 'duration': {'text': '28 mins', 'value': 1653}, 'status': 'OK'}"
60,"Piedad 110, Balcones de Huinala, 66640 Cd Apodaca, N.L., Mexico","S. Bernardo 1305, Residencial San Cristobal 1er Sector, 66478 San Nicolás de los Garza, N.L., Mexico","{'distance': {'text': '9.1 km', 'value': 9058}, 'duration': {'text': '18 mins', 'value': 1109}, 'status': 'OK'}"
61,"Cerro de Mercado 3707, Fierro, 64590 Monterrey, N.L., Mexico","S. Bernardo 1305, Residencial San Cristobal 1er Sector, 66478 San Nicolás de los Garza, N.L., Mexico","{'distance': {'text': '11.6 km', 'value': 11612}, 'duration': {'text': '16 mins', 'value': 970}, 'status': 'OK'}"
62,"Calle Cañon Huasteco 1321, La Conquista, Santa Catarina, N.L., Mexico","S. Bernardo 1305, Residencial San Cristobal 1er Sector, 66478 San Nicolás de los Garza, N.L., Mexico","{'distance': {'text': '33.1 km', 'value': 33149}, 'duration': {'text': '39 mins', 'value': 2358}, 'status': 'OK'}"
63,"Av. Parque Industrial Monterrey 502, Monterrey, 66603 Cd Apodaca, N.L., Mexico","S. Bernardo 1305, Residencial San Cristobal 1er Sector, 66478 San Nicolás de los Garza, N.L., Mexico","{'distance': {'text': '11.0 km', 'value': 10984}, 'duration': {'text': '17 mins', 'value': 1049}, 'status': 'OK'}"
64,"S. Bernardo 1305, Residencial San Cristobal 1er Sector, 66478 San Nicolás de los Garza, N.L., Mexico","S. Bernardo 1305, Residencial San Cristobal 1er Sector, 66478 San Nicolás de los Garza, N.L., Mexico","{'distance': {'text': '1 m', 'value': 0}, 'duration': {'text': '1 min', 'value': 0}, 'status': 'OK'}"
65,"C. Angel Martínez Villarreal 7802, Valle de Santa Lucía, 64140 Monterrey, N.L., Mexico","S. Bernardo 1305, Residencial San Cristobal 1er Sector, 66478 San Nicolás de los Garza, N.L., Mexico","{'distance': {'text': '19.7 km', 'value': 19665}, 'duration': {'text': '34 mins', 'value': 2059}, 'status': 'OK'}"
66,"C. de la Huerta 33, San Bernabé IV Sector, 64104 Monterrey, N.L., Mexico","S. Bernardo 1305, Residencial San Cristobal 1er Sector, 66478 San Nicolás de los Garza, N.L., Mexico","{'distance': {'text': '21.6 km', 'value': 21616}, 'duration': {'text': '39 mins', 'value': 2346}, 'status': 'OK'}"
67,"Autopista Monterrey-Cadereyta. 1341, 67115 Guadalupe, N.L., Mexico","S. Bernardo 1305, Residencial San Cristobal 1er Sector, 66478 San Nicolás de los Garza, N.L., Mexico","{'distance': {'text': '16.0 km', 'value': 16005}, 'duration': {'text': '20 mins', 'value': 1203}, 'status': 'OK'}"
68,"Liverpool 5275, Misión Cumbres, 64348 Monterrey, N.L., Mexico","S. Bernardo 1305, Residencial San Cristobal 1er Sector, 66478 San Nicolás de los Garza, N.L., Mexico","{'distance': {'text': '29.5 km', 'value': 29542}, 'duration': {'text': '35 mins', 'value': 2073}, 'status': 'OK'}"
69,"Sin referencia No. 385 SN-I HYLSA, Sin Nombre de Col 7, San Nicolás de los Garza, N.L., Mexico","S. Bernardo 1305, Residencial San Cristobal 1er Sector, 66478 San Nicolás de los Garza, N.L., Mexico","{'distance': {'text': '4.9 km', 'value': 4909}, 'duration': {'text': '15 mins', 'value': 908}, 'status': 'OK'}"
70,"Jdn. del Atardecer 259, Jardines de Monterrey ÌII, 66613 Cd Apodaca, N.L., Mexico","S. Bernardo 1305, Residencial San Cristobal 1er Sector, 66478 San Nicolás de los Garza, N.L., Mexico","{'distance': {'text': '23.4 km', 'value': 23434}, 'duration': {'text': '37 mins', 'value': 2203}, 'status': 'OK'}"
71,"Av. Industria del Vidrio 224, Parque Industrial Martel II, 66350 Santa Catarina, N.L., Mexico","S. Bernardo 1305, Residencial San Cristobal 1er Sector, 66478 San Nicolás de los Garza, N.L., Mexico","{'distance': {'text': '35.7 km', 'value': 35700}, 'duration': {'text': '40 mins', 'value': 2375}, 'status': 'OK'}"
72,"Prol Coahuila 919, Independencia, 64720 Monterrey, N.L., Mexico","S. Bernardo 1305, Residencial San Cristobal 1er Sector, 66478 San Nicolás de los Garza, N.L., Mexico","{'distance': {'text': '16.6 km', 'value': 16583}, 'duration': {'text': '22 mins', 'value': 1305}, 'status': 'OK'}"
73,"Cerro del Peñón 3504, Encinos de La Silla, 67182 Guadalupe, N.L., Mexico","S. Bernardo 1305, Residencial San Cristobal 1er Sector, 66478 San Nicolás de los Garza, N.L., Mexico","{'distance': {'text': '12.0 km', 'value': 12028}, 'duration': {'text': '24 mins', 'value': 1455}, 'status': 'OK'}"
74,"C. Cabo San Lucas 3632, Rincón de La Primavera 5o Sector, 67174 Guadalupe, N.L., Mexico","S. Bernardo 1305, Residencial San Cristobal 1er Sector, 66478 San Nicolás de los Garza, N.L., Mexico","{'distance': {'text': '17.3 km', 'value': 17329}, 'duration': {'text': '22 mins', 'value': 1292}, 'status': 'OK'}"
