,destinations,origins,rows
150,"Piedad 110, Balcones de Huinala, 66640 Cd Apodaca, N.L., Mexico","Jdn. del Atardecer 259, Jardines de Monterrey ÌII, 66613 Cd Apodaca, N.L., Mexico","{'distance': {'text': '23.4 km', 'value': 23354}, 'duration': {'text': '28 mins', 'value': 1677}, 'status': 'OK'}"
151,"Cerro de Mercado 3707, Fierro, 64590 Monterrey, N.L., Mexico","Jdn. del Atardecer 259, Jardines de Monterrey ÌII, 66613 Cd Apodaca, N.L., Mexico","{'distance': {'text': '17.6 km', 'value': 17618}, 'duration': {'text': '29 mins', 'value': 1742}, 'status': 'OK'}"
152,"Calle Cañon Huasteco 1321, La Conquista, Santa Catarina, N.L., Mexico","Jdn. del Atardecer 259, Jardines de Monterrey ÌII, 66613 Cd Apodaca, N.L., Mexico","{'distance': {'text': '45.1 km', 'value': 45102}, 'duration': {'text': '44 mins', 'value': 2625}, 'status': 'OK'}"
153,"Av. Parque Industrial Monterrey 502, Monterrey, 66603 Cd Apodaca, N.L., Mexico","Jdn. del Atardecer 259, Jardines de Monterrey ÌII, 66613 Cd Apodaca, N.L., Mexico","{'distance': {'text': '17.7 km', 'value': 17664}, 'duration': {'text': '21 mins', 'value': 1230}, 'status': 'OK'}"
154,"S. Bernardo 1305, Residencial San Cristobal 1er Sector, 66478 San Nicolás de los Garza, N.L., Mexico","Jdn. del Atardecer 259, Jardines de Monterrey ÌII, 66613 Cd Apodaca, N.L., Mexico","{'distance': {'text': '23.8 km', 'value': 23753}, 'duration': {'text': '25 mins', 'value': 1514}, 'status': 'OK'}"
155,"C. Angel Martínez Villarreal 7802, Valle de Santa Lucía, 64140 Monterrey, N.L., Mexico","Jdn. del Atardecer 259, Jardines de Monterrey ÌII, 66613 Cd Apodaca, N.L., Mexico","{'distance': {'text': '17.0 km', 'value': 16979}, 'duration': {'text': '31 mins', 'value': 1871}, 'status': 'OK'}"
156,"C. de la Huerta 33, San Bernabé IV Sector, 64104 Monterrey, N.L., Mexico","Jdn. del Atardecer 259, Jardines de Monterrey ÌII, 66613 Cd Apodaca, N.L., Mexico","{'distance': {'text': '21.2 km', 'value': 21159}, 'duration': {'text': '37 mins', 'value': 2200}, 'status': 'OK'}"
157,"Autopista Monterrey-Cadereyta. 1341, 67115 Guadalupe, N.L., Mexico","Jdn. del Atardecer 259, Jardines de Monterrey ÌII, 66613 Cd Apodaca, N.L., Mexico","{'distance': {'text': '34.6 km', 'value': 34572}, 'duration': {'text': '34 mins', 'value': 2020}, 'status': 'OK'}"
158,"Liverpool 5275, Misión Cumbres, 64348 Monterrey, N.L., Mexico","Jdn. del Atardecer 259, Jardines de Monterrey ÌII, 66613 Cd Apodaca, N.L., Mexico","{'distance': {'text': '25.3 km', 'value': 25348}, 'duration': {'text': '35 mins', 'value': 2096}, 'status': 'OK'}"
159,"Sin referencia No. 385 SN-I HYLSA, Sin Nombre de Col 7, San Nicolás de los Garza, N.L., Mexico","Jdn. del Atardecer 259, Jardines de Monterrey ÌII, 66613 Cd Apodaca, N.L., Mexico","{'distance': {'text': '11.2 km', 'value': 11157}, 'duration': {'text': '25 mins', 'value': 1528}, 'status': 'OK'}"
160,"Jdn. del Atardecer 259, Jardines de Monterrey ÌII, 66613 Cd Apodaca, N.L., Mexico","Jdn. del Atardecer 259, Jardines de Monterrey ÌII, 66613 Cd Apodaca, N.L., Mexico","{'distance': {'text': '1 m', 'value': 0}, 'duration': {'text': '1 min', 'value': 0}, 'status': 'OK'}"
161,"Av. Industria del Vidrio 224, Parque Industrial Martel II, 66350 Santa Catarina, N.L., Mexico","Jdn. del Atardecer 259, Jardines de Monterrey ÌII, 66613 Cd Apodaca, N.L., Mexico","{'distance': {'text': '41.5 km', 'value': 41517}, 'duration': {'text': '37 mins', 'value': 2219}, 'status': 'OK'}"
162,"Prol Coahuila 919, Independencia, 64720 Monterrey, N.L., Mexico","Jdn. del Atardecer 259, Jardines de Monterrey ÌII, 66613 Cd Apodaca, N.L., Mexico","{'distance': {'text': '26.3 km', 'value': 26252}, 'duration': {'text': '36 mins', 'value': 2185}, 'status': 'OK'}"
163,"Cerro del Peñón 3504, Encinos de La Silla, 67182 Guadalupe, N.L., Mexico","Jdn. del Atardecer 259, Jardines de Monterrey ÌII, 66613 Cd Apodaca, N.L., Mexico","{'distance': {'text': '33.9 km', 'value': 33881}, 'duration': {'text': '42 mins', 'value': 2549}, 'status': 'OK'}"
164,"C. Cabo San Lucas 3632, Rincón de La Primavera 5o Sector, 67174 Guadalupe, N.L., Mexico","Jdn. del Atardecer 259, Jardines de Monterrey ÌII, 66613 Cd Apodaca, N.L., Mexico","{'distance': {'text': '25.7 km', 'value': 25748}, 'duration': {'text': '36 mins', 'value': 2138}, 'status': 'OK'}"
165,"Piedad 110, Balcones de Huinala, 66640 Cd Apodaca, N.L., Mexico","Av. Industria del Vidrio 224, Parque Industrial Martel II, 66350 Santa Catarina, N.L., Mexico","{'distance': {'text': '56.1 km', 'value': 56144}, 'duration': {'text': '52 mins', 'value': 3099}, 'status': 'OK'}"
166,"Cerro de Mercado 3707, Fierro, 64590 Monterrey, N.L., Mexico","Av. Industria del Vidrio 224, Parque Industrial Martel II, 66350 Santa Catarina, N.L., Mexico","{'distance': {'text': '27.0 km', 'value': 27042}, 'duration': {'text': '30 mins', 'value': 1802}, 'status': 'OK'}"
167,"Calle Cañon Huasteco 1321, La Conquista, Santa Catarina, N.L., Mexico","Av. Industria del Vidrio 224, Parque Industrial Martel II, 66350 Santa Catarina, N.L., Mexico","{'distance': {'text': '6.9 km', 'value': 6912}, 'duration': {'text': '15 mins', 'value': 925}, 'status': 'OK'}"
168,"Av. Parque Industrial Monterrey 502, Monterrey, 66603 Cd Apodaca, N.L., Mexico","Av. Industria del Vidrio 224, Parque Industrial Martel II, 66350 Santa Catarina, N.L., Mexico","{'distance': {'text': '50.5 km', 'value': 50454}, 'duration': {'text': '44 mins', 'value': 2653}, 'status': 'OK'}"
169,"S. Bernardo 1305, Residencial San Cristobal 1er Sector, 66478 San Nicolás de los Garza, N.L., Mexico","Av. Industria del Vidrio 224, Parque Industrial Martel II, 66350 Santa Catarina, N.L., Mexico","{'distance': {'text': '37.5 km', 'value': 37457}, 'duration': {'text': '43 mins', 'value': 2563}, 'status': 'OK'}"
170,"C. Angel Martínez Villarreal 7802, Valle de Santa Lucía, 64140 Monterrey, N.L., Mexico","Av. Industria del Vidrio 224, Parque Industrial Martel II, 66350 Santa Catarina, N.L., Mexico","{'distance': {'text': '26.2 km', 'value': 26178}, 'duration': {'text': '37 mins', 'value': 2223}, 'status': 'OK'}"
171,"C. de la Huerta 33, San Bernabé IV Sector, 64104 Monterrey, N.L., Mexico","Av. Industria del Vidrio 224, Parque Industrial Martel II, 66350 Santa Catarina, N.L., Mexico","{'distance': {'text': '22.9 km', 'value': 22930}, 'duration': {'text': '33 mins', 'value': 1980}, 'status': 'OK'}"
172,"Autopista Monterrey-Cadereyta. 1341, 67115 Guadalupe, N.L., Mexico","Av. Industria del Vidrio 224, Parque Industrial Martel II, 66350 Santa Catarina, N.L., Mexico","{'distance': {'text': '39.1 km', 'value': 39102}, 'duration': {'text': '39 mins', 'value': 2329}, 'status': 'OK'}"
173,"Liverpool 5275, Misión Cumbres, 64348 Monterrey, N.L., Mexico","Av. Industria del Vidrio 224, Parque Industrial Martel II, 66350 Santa Catarina, N.L., Mexico","{'distance': {'text': '22.7 km', 'value': 22728}, 'duration': {'text': '32 mins', 'value': 1936}, 'status': 'OK'}"
174,"Sin referencia No. 385 SN-I HYLSA, Sin Nombre de Col 7, San Nicolás de los Garza, N.L., Mexico","Av. Industria del Vidrio 224, Parque Industrial Martel II, 66350 Santa Catarina, N.L., Mexico","{'distance': {'text': '36.1 km', 'value': 36075}, 'duration': {'text': '46 mins', 'value': 2745}, 'status': 'OK'}"
175,"Jdn. del Atardecer 259, Jardines de Monterrey ÌII, 66613 Cd Apodaca, N.L., Mexico","Av. Industria del Vidrio 224, Parque Industrial Martel II, 66350 Santa Catarina, N.L., Mexico","{'distance': {'text': '37.2 km', 'value': 37162}, 'duration': {'text': '42 mins', 'value': 2535}, 'status': 'OK'}"
176,"Av. Industria del Vidrio 224, Parque Industrial Martel II, 66350 Santa Catarina, N.L., Mexico","Av. Industria del Vidrio 224, Parque Industrial Martel II, 66350 Santa Catarina, N.L., Mexico","{'distance': {'text': '1 m', 'value': 0}, 'duration': {'text': '1 min', 'value': 0}, 'status': 'OK'}"
177,"Prol Coahuila 919, Independencia, 64720 Monterrey, N.L., Mexico","Av. Industria del Vidrio 224, Parque Industrial Martel II, 66350 Santa Catarina, N.L., Mexico","{'distance': {'text': '22.0 km', 'value': 22025}, 'duration': {'text': '28 mins', 'value': 1667}, 'status': 'OK'}"
178,"Cerro del Peñón 3504, Encinos de La Silla, 67182 Guadalupe, N.L., Mexico","Av. Industria del Vidrio 224, Parque Industrial Martel II, 66350 Santa Catarina, N.L., Mexico","{'distance': {'text': '31.7 km', 'value': 31683}, 'duration': {'text': '40 mins', 'value': 2424}, 'status': 'OK'}"
179,"C. Cabo San Lucas 3632, Rincón de La Primavera 5o Sector, 67174 Guadalupe, N.L., Mexico","Av. Industria del Vidrio 224, Parque Industrial Martel II, 66350 Santa Catarina, N.L., Mexico","{'distance': {'text': '28.2 km', 'value': 28169}, 'duration': {'text': '31 mins', 'value': 1883}, 'status': 'OK'}"
180,"Piedad 110, Balcones de Huinala, 66640 Cd Apodaca, N.L., Mexico","Prol Coahuila 919, Independencia, 64720 Monterrey, N.L., Mexico","{'distance': {'text': '21.1 km', 'value': 21057}, 'duration': {'text': '28 mins', 'value': 1654}, 'status': 'OK'}"
181,"Cerro de Mercado 3707, Fierro, 64590 Monterrey, N.L., Mexico","Prol Coahuila 919, Independencia, 64720 Monterrey, N.L., Mexico","{'distance': {'text': '6.5 km', 'value': 6484}, 'duration': {'text': '9 mins', 'value': 569}, 'status': 'OK'}"
182,"Calle Cañon Huasteco 1321, La Conquista, Santa Catarina, N.L., Mexico","Prol Coahuila 919, Independencia, 64720 Monterrey, N.L., Mexico","{'distance': {'text': '19.2 km', 'value': 19161}, 'duration': {'text': '26 mins', 'value': 1551}, 'status': 'OK'}"
183,"Av. Parque Industrial Monterrey 502, Monterrey, 66603 Cd Apodaca, N.L., Mexico","Prol Coahuila 919, Independencia, 64720 Monterrey, N.L., Mexico","{'distance': {'text': '23.0 km', 'value': 22984}, 'duration': {'text': '27 mins', 'value': 1594}, 'status': 'OK'}"
184,"S. Bernardo 1305, Residencial San Cristobal 1er Sector, 66478 San Nicolás de los Garza, N.L., Mexico","Prol Coahuila 919, Independencia, 64720 Monterrey, N.L., Mexico","{'distance': {'text': '16.9 km', 'value': 16882}, 'duration': {'text': '22 mins', 'value': 1344}, 'status': 'OK'}"
185,"C. Angel Martínez Villarreal 7802, Valle de Santa Lucía, 64140 Monterrey, N.L., Mexico","Prol Coahuila 919, Independencia, 64720 Monterrey, N.L., Mexico","{'distance': {'text': '15.2 km', 'value': 15232}, 'duration': {'text': '23 mins', 'value': 1406}, 'status': 'OK'}"
186,"C. de la Huerta 33, San Bernabé IV Sector, 64104 Monterrey, N.L., Mexico","Prol Coahuila 919, Independencia, 64720 Monterrey, N.L., Mexico","{'distance': {'text': '17.2 km', 'value': 17183}, 'duration': {'text': '28 mins', 'value': 1693}, 'status': 'OK'}"
187,"Autopista Monterrey-Cadereyta. 1341, 67115 Guadalupe, N.L., Mexico","Prol Coahuila 919, Independencia, 64720 Monterrey, N.L., Mexico","{'distance': {'text': '18.5 km', 'value': 18531}, 'duration': {'text': '18 mins', 'value': 1105}, 'status': 'OK'}"
188,"Liverpool 5275, Misión Cumbres, 64348 Monterrey, N.L., Mexico","Prol Coahuila 919, Independencia, 64720 Monterrey, N.L., Mexico","{'distance': {'text': '15.6 km', 'value': 15551}, 'duration': {'text': '21 mins', 'value': 1247}, 'status': 'OK'}"
189,"Sin referencia No. 385 SN-I HYLSA, Sin Nombre de Col 7, San Nicolás de los Garza, N.L., Mexico","Prol Coahuila 919, Independencia, 64720 Monterrey, N.L., Mexico","{'distance': {'text': '15.5 km', 'value': 15518}, 'duration': {'text': '25 mins', 'value': 1509}, 'status': 'OK'}"
190,"Jdn. del Atardecer 259, Jardines de Monterrey ÌII, 66613 Cd Apodaca, N.L., Mexico","Prol Coahuila 919, Independencia, 64720 Monterrey, N.L., Mexico","{'distance': {'text': '27.4 km', 'value': 27377}, 'duration': {'text': '32 mins', 'value': 1921}, 'status': 'OK'}"
191,"Av. Industria del Vidrio 224, Parque Industrial Martel II, 66350 Santa Catarina, N.L., Mexico","Prol Coahuila 919, Independencia, 64720 Monterrey, N.L., Mexico","{'distance': {'text': '21.7 km', 'value': 21712}, 'duration': {'text': '26 mins', 'value': 1568}, 'status': 'OK'}"
192,"Prol Coahuila 919, Independencia, 64720 Monterrey, N.L., Mexico","Prol Coahuila 919, Independencia, 64720 Monterrey, N.L., Mexico","{'distance': {'text': '1 m', 'value': 0}, 'duration': {'text': '1 min', 'value': 0}, 'status': 'OK'}"
193,"Cerro del Peñón 3504, Encinos de La Silla, 67182 Guadalupe, N.L., Mexico","Prol Coahuila 919, Independencia, 64720 Monterrey, N.L., Mexico","{'distance': {'text': '11.0 km', 'value': 10978}, 'duration': {'text': '20 mins', 'value': 1218}, 'status': 'OK'}"
194,"C. Cabo San Lucas 3632, Rincón de La Primavera 5o Sector, 67174 Guadalupe, N.L., Mexico","Prol Coahuila 919, Independencia, 64720 Monterrey, N.L., Mexico","{'distance': {'text': '6.8 km', 'value': 6753}, 'duration': {'text': '11 mins', 'value': 644}, 'status': 'OK'}"
195,"Piedad 110, Balcones de Huinala, 66640 Cd Apodaca, N.L., Mexico","Cerro del Peñón 3504, Encinos de La Silla, 67182 Guadalupe, N.L., Mexico","{'distance': {'text': '16.9 km', 'value': 16917}, 'duration': {'text': '31 mins', 'value': 1880}, 'status': 'OK'}"
196,"Cerro de Mercado 3707, Fierro, 64590 Monterrey, N.L., Mexico","Cerro del Peñón 3504, Encinos de La Silla, 67182 Guadalupe, N.L., Mexico","{'distance': {'text': '8.8 km', 'value': 8798}, 'duration': {'text': '19 mins', 'value': 1112}, 'status': 'OK'}"
197,"Calle Cañon Huasteco 1321, La Conquista, Santa Catarina, N.L., Mexico","Cerro del Peñón 3504, Encinos de La Silla, 67182 Guadalupe, N.L., Mexico","{'distance': {'text': '29.3 km', 'value': 29341}, 'duration': {'text': '41 mins', 'value': 2450}, 'status': 'OK'}"
198,"Av. Parque Industrial Monterrey 502, Monterrey, 66603 Cd Apodaca, N.L., Mexico","Cerro del Peñón 3504, Encinos de La Silla, 67182 Guadalupe, N.L., Mexico","{'distance': {'text': '18.8 km', 'value': 18844}, 'duration': {'text': '30 mins', 'value': 1820}, 'status': 'OK'}"
199,"S. Bernardo 1305, Residencial San Cristobal 1er Sector, 66478 San Nicolás de los Garza, N.L., Mexico","Cerro del Peñón 3504, Encinos de La Silla, 67182 Guadalupe, N.L., Mexico","{'distance': {'text': '12.7 km', 'value': 12742}, 'duration': {'text': '26 mins', 'value': 1571}, 'status': 'OK'}"
200,"C. Angel Martínez Villarreal 7802, Valle de Santa Lucía, 64140 Monterrey, N.L., Mexico","Cerro del Peñón 3504, Encinos de La Silla, 67182 Guadalupe, N.L., Mexico","{'distance': {'text': '24.8 km', 'value': 24798}, 'duration': {'text': '39 mins', 'value': 2322}, 'status': 'OK'}"
201,"C. de la Huerta 33, San Bernabé IV Sector, 64104 Monterrey, N.L., Mexico","Cerro del Peñón 3504, Encinos de La Silla, 67182 Guadalupe, N.L., Mexico","{'distance': {'text': '26.7 km', 'value': 26749}, 'duration': {'text': '43 mins', 'value': 2609}, 'status': 'OK'}"
202,"Autopista Monterrey-Cadereyta. 1341, 67115 Guadalupe, N.L., Mexico","Cerro del Peñón 3504, Encinos de La Silla, 67182 Guadalupe, N.L., Mexico","{'distance': {'text': '12.4 km', 'value': 12382}, 'duration': {'text': '22 mins', 'value': 1300}, 'status': 'OK'}"
203,"Liverpool 5275, Misión Cumbres, 64348 Monterrey, N.L., Mexico","Cerro del Peñón 3504, Encinos de La Silla, 67182 Guadalupe, N.L., Mexico","{'distance': {'text': '25.1 km', 'value': 25116}, 'duration': {'text': '36 mins', 'value': 2163}, 'status': 'OK'}"
204,"Sin referencia No. 385 SN-I HYLSA, Sin Nombre de Col 7, San Nicolás de los Garza, N.L., Mexico","Cerro del Peñón 3504, Encinos de La Silla, 67182 Guadalupe, N.L., Mexico","{'distance': {'text': '15.9 km', 'value': 15922}, 'duration': {'text': '33 mins', 'value': 1954}, 'status': 'OK'}"
205,"Jdn. del Atardecer 259, Jardines de Monterrey ÌII, 66613 Cd Apodaca, N.L., Mexico","Cerro del Peñón 3504, Encinos de La Silla, 67182 Guadalupe, N.L., Mexico","{'distance': {'text': '28.5 km', 'value': 28459}, 'duration': {'text': '44 mins', 'value': 2648}, 'status': 'OK'}"
206,"Av. Industria del Vidrio 224, Parque Industrial Martel II, 66350 Santa Catarina, N.L., Mexico","Cerro del Peñón 3504, Encinos de La Silla, 67182 Guadalupe, N.L., Mexico","{'distance': {'text': '31.9 km', 'value': 31892}, 'duration': {'text': '41 mins', 'value': 2467}, 'status': 'OK'}"
207,"Prol Coahuila 919, Independencia, 64720 Monterrey, N.L., Mexico","Cerro del Peñón 3504, Encinos de La Silla, 67182 Guadalupe, N.L., Mexico","{'distance': {'text': '12.2 km', 'value': 12172}, 'duration': {'text': '23 mins', 'value': 1363}, 'status': 'OK'}"
208,"Cerro del Peñón 3504, Encinos de La Silla, 67182 Guadalupe, N.L., Mexico","Cerro del Peñón 3504, Encinos de La Silla, 67182 Guadalupe, N.L., Mexico","{'distance': {'text': '1 m', 'value': 0}, 'duration': {'text': '1 min', 'value': 0}, 'status': 'OK'}"
209,"C. Cabo San Lucas 3632, Rincón de La Primavera 5o Sector, 67174 Guadalupe, N.L., Mexico","Cerro del Peñón 3504, Encinos de La Silla, 67182 Guadalupe, N.L., Mexico","{'distance': {'text': '8.4 km', 'value': 8354}, 'duration': {'text': '16 mins', 'value': 939}, 'status': 'OK'}"
210,"Piedad 110, Balcones de Huinala, 66640 Cd Apodaca, N.L., Mexico","C. Cabo San Lucas 3632, Rincón de La Primavera 5o Sector, 67174 Guadalupe, N.L., Mexico","{'distance': {'text': '21.0 km', 'value': 20970}, 'duration': {'text': '26 mins', 'value': 1587}, 'status': 'OK'}"
211,"Cerro de Mercado 3707, Fierro, 64590 Monterrey, N.L., Mexico","C. Cabo San Lucas 3632, Rincón de La Primavera 5o Sector, 67174 Guadalupe, N.L., Mexico","{'distance': {'text': '6.3 km', 'value': 6306}, 'duration': {'text': '9 mins', 'value': 566}, 'status': 'OK'}"
212,"Calle Cañon Huasteco 1321, La Conquista, Santa Catarina, N.L., Mexico","C. Cabo San Lucas 3632, Rincón de La Primavera 5o Sector, 67174 Guadalupe, N.L., Mexico","{'distance': {'text': '24.8 km', 'value': 24837}, 'duration': {'text': '29 mins', 'value': 1739}, 'status': 'OK'}"
213,"Av. Parque Industrial Monterrey 502, Monterrey, 66603 Cd Apodaca, N.L., Mexico","C. Cabo San Lucas 3632, Rincón de La Primavera 5o Sector, 67174 Guadalupe, N.L., Mexico","{'distance': {'text': '22.9 km', 'value': 22896}, 'duration': {'text': '25 mins', 'value': 1527}, 'status': 'OK'}"
214,"S. Bernardo 1305, Residencial San Cristobal 1er Sector, 66478 San Nicolás de los Garza, N.L., Mexico","C. Cabo San Lucas 3632, Rincón de La Primavera 5o Sector, 67174 Guadalupe, N.L., Mexico","{'distance': {'text': '16.8 km', 'value': 16794}, 'duration': {'text': '21 mins', 'value': 1277}, 'status': 'OK'}"
215,"C. Angel Martínez Villarreal 7802, Valle de Santa Lucía, 64140 Monterrey, N.L., Mexico","C. Cabo San Lucas 3632, Rincón de La Primavera 5o Sector, 67174 Guadalupe, N.L., Mexico","{'distance': {'text': '20.3 km', 'value': 20293}, 'duration': {'text': '27 mins', 'value': 1611}, 'status': 'OK'}"
216,"C. de la Huerta 33, San Bernabé IV Sector, 64104 Monterrey, N.L., Mexico","C. Cabo San Lucas 3632, Rincón de La Primavera 5o Sector, 67174 Guadalupe, N.L., Mexico","{'distance': {'text': '22.2 km', 'value': 22244}, 'duration': {'text': '32 mins', 'value': 1898}, 'status': 'OK'}"
217,"Autopista Monterrey-Cadereyta. 1341, 67115 Guadalupe, N.L., Mexico","C. Cabo San Lucas 3632, Rincón de La Primavera 5o Sector, 67174 Guadalupe, N.L., Mexico","{'distance': {'text': '18.4 km', 'value': 18443}, 'duration': {'text': '17 mins', 'value': 1038}, 'status': 'OK'}"
218,"Liverpool 5275, Misión Cumbres, 64348 Monterrey, N.L., Mexico","C. Cabo San Lucas 3632, Rincón de La Primavera 5o Sector, 67174 Guadalupe, N.L., Mexico","{'distance': {'text': '20.6 km', 'value': 20612}, 'duration': {'text': '24 mins', 'value': 1452}, 'status': 'OK'}"
219,"Sin referencia No. 385 SN-I HYLSA, Sin Nombre de Col 7, San Nicolás de los Garza, N.L., Mexico","C. Cabo San Lucas 3632, Rincón de La Primavera 5o Sector, 67174 Guadalupe, N.L., Mexico","{'distance': {'text': '15.1 km', 'value': 15051}, 'duration': {'text': '25 mins', 'value': 1520}, 'status': 'OK'}"
220,"Jdn. del Atardecer 259, Jardines de Monterrey ÌII, 66613 Cd Apodaca, N.L., Mexico","C. Cabo San Lucas 3632, Rincón de La Primavera 5o Sector, 67174 Guadalupe, N.L., Mexico","{'distance': {'text': '25.2 km', 'value': 25220}, 'duration': {'text': '32 mins', 'value': 1928}, 'status': 'OK'}"
221,"Av. Industria del Vidrio 224, Parque Industrial Martel II, 66350 Santa Catarina, N.L., Mexico","C. Cabo San Lucas 3632, Rincón de La Primavera 5o Sector, 67174 Guadalupe, N.L., Mexico","{'distance': {'text': '27.4 km', 'value': 27387}, 'duration': {'text': '29 mins', 'value': 1756}, 'status': 'OK'}"
222,"Prol Coahuila 919, Independencia, 64720 Monterrey, N.L., Mexico","C. Cabo San Lucas 3632, Rincón de La Primavera 5o Sector, 67174 Guadalupe, N.L., Mexico","{'distance': {'text': '7.7 km', 'value': 7668}, 'duration': {'text': '11 mins', 'value': 652}, 'status': 'OK'}"
223,"Cerro del Peñón 3504, Encinos de La Silla, 67182 Guadalupe, N.L., Mexico","C. Cabo San Lucas 3632, Rincón de La Primavera 5o Sector, 67174 Guadalupe, N.L., Mexico","{'distance': {'text': '7.5 km', 'value': 7537}, 'duration': {'text': '13 mins', 'value': 801}, 'status': 'OK'}"
224,"C. Cabo San Lucas 3632, Rincón de La Primavera 5o Sector, 67174 Guadalupe, N.L., Mexico","C. Cabo San Lucas 3632, Rincón de La Primavera 5o Sector, 67174 Guadalupe, N.L., Mexico","{'distance': {'text': '1 m', 'value': 0}, 'duration': {'text': '1 min', 'value': 0}, 'status': 'OK'}"
